order_number,order_type,department,order_date,inspection_date_started,inspection_date_completed,buyer_name,shipper_name,vessel_carrier,bill_of_lading,bill_of_lading_date,inspection_place,client_ref_code,client_trade_name,client_Name,client_address,client_address,client_address,contact_name,contact_phone,contact_email,commodity_name,item_description,quantity,unit_name
IMR19-022,International,Marine,9/10/2019,20/09/2019,21/09/2019,TBA,TBA,CONTS,,,HCMC,,DOLPHIN CLAIMS SERVICES (SINGAPORE) PTE LTD,DOLPHIN CLAIMS SERVICES (SINGAPORE) PTE LTD,"101 Cecil Street, # 17-08 Tong Eng Building, Singapore 069533","102 Cecil Street, # 17-08 Tong Eng Building, Singapore 069533","103 Cecil Street, # 17-08 Tong Eng Building, Singapore 069533",,,,CHEMICAL,VULCUREN,1,Case(s)
IMR19-023,International,Marine,9/10/2019,19/09/2019,28/09/2019,TBA,TBA,"""PRECIOUS SKY""",,,"PTSC PHU MY PORT, VUNG TAU",,RRMG PTE LTD,RRMG PTE. LTD,"171 Tras Street, #08 - 171 Union Building, Singapore","172 Tras Street, #08 - 171 Union Building, Singapore","173 Tras Street, #08 - 171 Union Building, Singapore",Mr. Peter K. Rechlin,,,Corn,CORN,74710,MTS
IMR19-024,International,Marine,9/10/2019,4/10/2019,4/10/2019,TBA,TBA,"""CARMENCITA""",,,"CAM PHA, QUANG NINH",,Xiangstar International (Singapore) Pte Ltd,Xiangstar International (Singapore) Pte Ltd,"8 Chang Charn Road, Link(THM) Building #02-11, Singapore (159637)","9 Chang Charn Road, Link(THM) Building #02-11, Singapore (159637)","10 Chang Charn Road, Link(THM) Building #02-11, Singapore (159637)",Yvan Lim,,,SHIP,OFFHIRE & BUNKER SURVEY,1,Case(s)
IMR19-025,International,Marine,14/11/2019,6/11/2019,6/11/2019,TBA,TBA,CONTS,,,DONG NAI,,AXA Insurance Pte Ltd,AXA Insurance Pte Ltd,"8 Shenton Way, #24-01 AXA Tower, Singapore 068811","9 Shenton Way, #24-01 AXA Tower, Singapore 068811","10 Shenton Way, #24-01 AXA Tower, Singapore 068811",Ms. Molie Aw,,,CHEMICAL,STEARIC ACID,1,Cont(s)
IMR19-026,International,Marine,14/11/2019,11/11/2019,11/11/2019,TBA,TBA,"""FAREAST HARMONY""",,,GO GIA ANCHORAGE,,Xiangstar International (Singapore) Pte Ltd,Xiangstar International (Singapore) Pte Ltd,"8 Chang Charn Road, Link(THM) Building #02-11, Singapore (159637)","9 Chang Charn Road, Link(THM) Building #02-11, Singapore (159637)","10 Chang Charn Road, Link(THM) Building #02-11, Singapore (159637)",Yvan Lim,,,BUNKER,OFF HIRE BUNKER SURVEY,1,Case(s)
IMR19-027,International,Marine,14/11/2019,13/11/2019,13/11/2019,TBA,TBA,"""ANNA ELISABETH""",,,GO GIA ANCHORAGE,,Xiangstar International (Singapore) Pte Ltd,Xiangstar International (Singapore) Pte Ltd,"8 Chang Charn Road, Link(THM) Building #02-11, Singapore (159637)","9 Chang Charn Road, Link(THM) Building #02-11, Singapore (159637)","10 Chang Charn Road, Link(THM) Building #02-11, Singapore (159637)",Yvan Lim,,,BUNKER,OFF HIRE BUNKER SURVEY,1,Case(s)
IMR19-028,International,Marine,14/11/2019,13/11/2019,13/11/2019,TBA,TBA,"""ANNA ELISABETH""",,,GO GIA ANCHORAGE,,BENEFIT SHIPPING COMPANY LIMITEDC/o: Johann M.K. Blumenthal GmbH & Co. KG,BENEFIT SHIPPING COMPANY LIMITEDC/o: Johann M.K. Blumenthal GmbH & Co. KG,,,,,,,BUNKER,OFF HIRE BUNKER SURVEY,1,Case(s)
IMR19-029,International,Marine,10/12/2019,11/12/2019,11/12/2019,TBA,TBA,CONTS,,,DONG THAP,,Al Ghurair Resources International LLC,Al Ghurair Resources International LLC,"PO box 6999Dubai, Uae","PO box 6999Dubai, Uae","PO box 6999Dubai, Uae",Mr. Fabio Bergamo,,,Wheat Bran pellets in bulk,WHEAT BRAN PELLETS,205.98,MTS
IMR19-030,International,Marine,10/12/2019,11/12/2019,16/12/2019,TBA,TBA,CONTS,,,LONG AN,,Al Ghurair Resources International LLC,Al Ghurair Resources International LLC,"PO box 6999Dubai, Uae","PO box 6999Dubai, Uae","PO box 6999Dubai, Uae",Mr. Fabio Bergamo,,,Wheat Bran pellets in bulk,WHEAT BRAN PELLET,533.22,MTS
IMR19-031,International,Marine,27/12/2019,24/12/2019,26/12/2019,TBA,TBA,"""WIEBKE""",,,HO CHI MINH CITY PORT,,TRITON MARINE - Transport Risk Consultants GmbH,TRITON MARINE - Transport Risk Consultants GmbH,"Upper Borg 30b, 28357 Bremen, Germany","Upper Borg 30b, 28357 Bremen, Germany","Upper Borg 30b, 28357 Bremen, Germany","Capt. Jan StapenhorstMaster Mariner, Sea Transportation Engineer",,,EQUIPMENT,MOTOR-YATCH (LB001 – Type Benetti 125),1,Case(s)
IMR20-001,International,Marine,12/2/2020,12/2/2020,14/02/2020,VAN PHUC COMPANY LTD,AL GHURAIR RESOURCES OILS & PROTEINS L.L.C,CONTS,,,BINH DUONG PROVINCE,,Al Ghurair Resources International LLC,Al Ghurair Resources International LLC,"PO box 6999Dubai, Uae","PO box 6999Dubai, Uae","PO box 6999Dubai, Uae",,,,CANOLA MEAL,CANOLA MEAL,28,Cont(s)
IMR20-002,International,Marine,12/2/2020,12/2/2020,14/02/2020,VAN PHUC COMPANY LTD,AL GHURAIR RESOURCES OILS & PROTEINS L.L.C,CONTS,,,BINH DUONG PROVINCE,,Al Ghurair Resources International LLC,Al Ghurair Resources International LLC,"PO box 6999Dubai, Uae","PO box 6999Dubai, Uae","PO box 6999Dubai, Uae",,,,CANOLA MEAL,CANOLA MEAL,20,Cont(s)
IMR20-003,International,Marine,11/5/2020,12/5/2020,12/5/2020,R.E.E ELECTRIC APPLIANCES JOINT STOCK COMPANY,"GUANGZHOU WANBAO GROUP REFRIGERATOR CO., LTD",CONTS,,,DONG NAI,,"HUATAI PROPERTY & CASUALTY INSURANCE CO., LTD.",华泰财产保险有限公司,辽宁省大连市沙河口区中山路572号26层2号,辽宁省大连市沙河口区中山路572号26层2号,辽宁省大连市沙河口区中山路572号26层2号,赵昆,,,REFRIGERATOR,REFRIGERATOR,1,Cont(s)
IMR20-004,International,Marine,7/7/2020,3/7/2020,9/7/2020,"HONG LOI THINH CO., LTD","ASKRAF INTERNATIONAL CO., LTD",CONTS,,,DONG NAI,,COFCO International Singapore Pte Ltd,COFCO International Singapore Pte Ltd,"150 Beach Road, #23-01/08, The Gateway West, Singapore 189720","151 Beach Road, #23-01/08, The Gateway West, Singapore 189720","152 Beach Road, #23-01/08, The Gateway West, Singapore 189720",,,,Cashew nuts,RAW CASHEW NUTS IN SHELL,7,Cont(s)
IMR20-005,International,Marine,23/07/2020,24/07/2020,25/07/2020,NHIEN LY COMPANY LIMITED,NADKANSCO COMPANY LTD,CONTS,,,BINH PHUOC PROVINCE,,M/S. VIJAY INTERNATIONAL PTE. LTD.,M/S. VIJAY INTERNATIONAL PTE. LTD.,"60 PAYA LEBAR ROAD, #08-09 PAYA LEBAR SQUARE, SINGAPORE 409 051","61 PAYA LEBAR ROAD, #08-09 PAYA LEBAR SQUARE, SINGAPORE 409 051","62 PAYA LEBAR ROAD, #08-09 PAYA LEBAR SQUARE, SINGAPORE 409 051",Mr. A.M.Rahman,,,Cashew nuts,DRIED RAW CASHEW NUTS IN SHELL,10,Cont(s)
IMR20-006,International,Marine,27/07/2020,28/07/2020,30/07/2020,"M/S LAN DOAN CO. LTD.,",REUDAN SHIPPING & LOGISTICS SERVICES PTE LTD,CONTS,,,BINH PHUOC PROVINCE,,M/S. VIJAY INTERNATIONAL PTE. LTD.,M/S. VIJAY INTERNATIONAL PTE. LTD.,"60 PAYA LEBAR ROAD, #08-09 PAYA LEBAR SQUARE, SINGAPORE 409 051","61 PAYA LEBAR ROAD, #08-09 PAYA LEBAR SQUARE, SINGAPORE 409 051","62 PAYA LEBAR ROAD, #08-09 PAYA LEBAR SQUARE, SINGAPORE 409 051",Mr. A.M.Rahman,,,Cashew nuts,"CASHEW NUT IN SHELL OF GHANA ORIGIN, NEW CROP 2020",8,Cont(s)
IMR20-007,International,Marine,3/8/2020,10/8/2020,12/8/2020,TBA,TBA,TBA,,,CAN THO CITY,,CCIC Singapore Pte Ltd,CCIC Singapore Pte Ltd,"81 Science Park Drive,#03-02 The Chadwick,Singapore Science Park 1,Singapore 118257.","82 Science Park Drive,#03-02 The Chadwick,Singapore Science Park 1,Singapore 118257.","83 Science Park Drive,#03-02 The Chadwick,Singapore Science Park 1,Singapore 118257.",Mr. Johnny Chiew,:  65-9732 5223,,PALM OIL,PALM OIL,5000,MTS
LMR10-018,Local,Marine,3/12/2010,2/12/2010,11/12/2010,TBA,TBA,N/A,,,TAN THUAN PORT,,SAI GON PORT COMPANY LTD,CÔNG TY TNHH MTV CẢNG SÀI GÒN,"03 Nguyễn Tất Thành, Quận 4, Tp. HCM","4 Nguyễn Tất Thành, Quận 4, Tp. HCM","5 Nguyễn Tất Thành, Quận 4, Tp. HCM",Mr. Nam,,,CURTAIN,CURTAIN,1,Cont(s)
LMR10-019,Local,Marine,3/12/2010,5/12/2010,,TBA,TBA,N/A,,,DA LAT CITY,,"Braemar Technical Services (Offshore) Vietnam Co., Ltd",CÔNG TY TNHH BRAEMAR TECHNICAL SERVICES (OFFSHORE) ViỆT NAM,"Phòng 550, Tòa tháp Petrovietnam, 8 Hoàng Diệu, TP. Vũng Tàu, Việt Nam","Phòng 550, Tòa tháp Petrovietnam, 8 Hoàng Diệu, TP. Vũng Tàu, Việt Nam","Phòng 550, Tòa tháp Petrovietnam, 8 Hoàng Diệu, TP. Vũng Tàu, Việt Nam",,,,LILY BULBS,LILY BULBS,1,Cont(s)
LMR10-020,Local,Marine,14/12/2010,11/12/2010,17/01/2011,TBA,TBA,TBA,,,SAI GON PORT,,SAI GON PORT COMPANY LTD,CÔNG TY TNHH MTV CẢNG SÀI GÒN,"03 Nguyễn Tất Thành, Quận 4, Tp. HCM","4 Nguyễn Tất Thành, Quận 4, Tp. HCM","5 Nguyễn Tất Thành, Quận 4, Tp. HCM",Mr. Nam,,,BUOY,BUOY,1,Unit(s)
LMR10-021,Local,Marine,22/12/2010,21/12/2010,28/12/2010,TIN NGHIA CORPORATION,"SURYA VINAYAK INDUSTRIES LTD, INDIA","""SUNRISE MISEN""",,,"PTSC PHU MY PORT, VUNG TAU",,PROCONCO BIEN HOA,CÔNG TY CỔ PHẦN ViỆT-PHÁP SX THỨC ĂN GIA SÚC (PROCONCO),"KCN Biên Hòa 1, TP. Biên Hòa, Tỉnh Đồng Nai","KCN Biên Hòa 1, TP. Biên Hòa, Tỉnh Đồng Nai","KCN Biên Hòa 1, TP. Biên Hòa, Tỉnh Đồng Nai",,,,Corn,INDIAN YELLOW CORN,17283,MTS
LMR11-001,Local,Marine,16/02/2011,15/02/2011,19/02/2011,TBA,TBA,"""STURDY FALCON""",,,VUNG TAU PILOT STATION & SAI GON PORT,,PROCONCO BIEN HOA,CÔNG TY CỔ PHẦN ViỆT-PHÁP SX THỨC ĂN GIA SÚC (PROCONCO),"KCN Biên Hòa 1, TP. Biên Hòa, Tỉnh Đồng Nai","KCN Biên Hòa 1, TP. Biên Hòa, Tỉnh Đồng Nai","KCN Biên Hòa 1, TP. Biên Hòa, Tỉnh Đồng Nai",,,,MAIZE,INDIAN MAIZE,6300,MTS
LMR11-002,Local,Marine,14/03/2011,12/3/2011,13/03/2011,TBA,TBA,CONTS,,,DONG NAI,,AGRIMEXCO,Công ty TNHH MTV XNK Nông Lâm Hải Sản (AGRIMEXCO),"276 Nguyễn Đình Chiểu, Quận 3, TP.HCM","277 Nguyễn Đình Chiểu, Quận 3, TP.HCM","278 Nguyễn Đình Chiểu, Quận 3, TP.HCM",,,,Corn,CORN,38,Cont(s)
LMR11-003,Local,Marine,15/03/2011,16/03/2011,19/03/2011,AGRIMEXCO,ADANI WILMAR,CONTS,,,CHAU DUC,,AGRIMEXCO,Công ty TNHH MTV XNK Nông Lâm Hải Sản (AGRIMEXCO),"276 Nguyễn Đình Chiểu, Quận 3, TP.HCM","277 Nguyễn Đình Chiểu, Quận 3, TP.HCM","278 Nguyễn Đình Chiểu, Quận 3, TP.HCM",,,,Corn,CORN,38,Cont(s)
LMR11-004,Local,Marine,19/05/2011,19/05/2011,,TBA,TBA,CONT,,,,,EMPIRE GROUP,CÔNG TY TNHH EMPIRE-GROUP,"Tầng trệt, số 18Bis/18 Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Tầng trệt, số 18Bis/18 Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Tầng trệt, số 18Bis/18 Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,,,CONTAINER ,LASHING INSPECTION FOR CONTAINER,1,Cont(s)
LMR11-005,Local,Marine,1/6/2011,31/05/2011,,"LAI THIEU FEED MILL CO., LTD",WILMAR TRADING PTE LTD,CONTS,,,KHANH HOI PORT,,COFCO INTERNATIONAL INDIA PVT. LTD,COFCO INTERNATIONAL INDIA PVT. LTD,"C/215, 215 ATRIUM, ANDHERI- KURLA ROAD, ANDHERI EAST MUMBAI, MAHARASHTRA-400093, INDIA","C/215, 215 ATRIUM, ANDHERI- KURLA ROAD, ANDHERI EAST MUMBAI, MAHARASHTRA-400093, INDIA","C/215, 215 ATRIUM, ANDHERI- KURLA ROAD, ANDHERI EAST MUMBAI, MAHARASHTRA-400093, INDIA",,,,PALM KERNEL EXPELLERS,PALM KERNEL EXPELLERS,1575,MTS
LMR11-006,Local,Marine,3/6/2011,7/6/2011,17/06/2011,"MISA INTERNATIONAL TRADING CO., LTD",RUCHI SOYA INDUSTRIES LTD,CONTS,,,BUYER WH IN THU DUC OR BINH DUONG,,"MISA INTERNATIONAL TRADING CO., LTD",Công Ty TNHH TM Quốc Tế Misa,"5 Nguyễn Gia Thiều, P.6, Quận 3, TP.HCM","6 Nguyễn Gia Thiều, P.6, Quận 3, TP.HCM","7 Nguyễn Gia Thiều, P.6, Quận 3, TP.HCM",,,,SOYA BEAN MEAL,INDIAN SOYABEAN MEAL,186.77,MTS
LMR11-007,Local,Marine,8/7/2011,25/06/2011,8/7/2011,TBA,"MISA INTERNATIONAL TRADING CO., LTD",CONTS,,,TAN CANG,,"MISA INTERNATIONAL TRADING CO., LTD",Công Ty TNHH TM Quốc Tế Misa,"5 Nguyễn Gia Thiều, P.6, Quận 3, TP.HCM","6 Nguyễn Gia Thiều, P.6, Quận 3, TP.HCM","7 Nguyễn Gia Thiều, P.6, Quận 3, TP.HCM",,,,Corn,CORN POWDER,384.374,MTS
LMR11-008,Local,Marine,7/7/2011,15/07/2011,18/07/2011,SHLOGAM AGRO PVT LTD,"VIC TRADING CO., LTD",CONTS.,,,,,"VIC TRADING CO., LTD",CÔNG TY TNHH THƯƠNG MẠI VIC,"Cụm Công nghiệp Vĩnh Niệm, quận Lê Chân,  TP. Hải Phòng","Cụm Công nghiệp Vĩnh Niệm, quận Lê Chân,  TP. Hải Phòng","Cụm Công nghiệp Vĩnh Niệm, quận Lê Chân,  TP. Hải Phòng",,,,MILLET,INDIAN MILLET,508.28,MTS
LMR11-009,Local,Marine,23/08/2011,13/08/2011,19/08/2011,PHAVICO,AL GHURAIR RESOURCES OILS & PROTEINS L.L.C,CONTS,,,,,PHAVICO,CÔNG TY CP THỨC ĂN CHĂN NUÔI PHÁP ViỆT,"An Lạc, Trưng Trắc,  Văn Lâm, Hưng Yên","An Lạc, Trưng Trắc,  Văn Lâm, Hưng Yên","An Lạc, Trưng Trắc,  Văn Lâm, Hưng Yên",,,,CANOLA MEAL,CANOLA MEAL,349.64,MTS
LMR11-010,Local,Marine,9/9/2011,10/9/2011,,TBA,TBA,TBA,,,TAN CANG,,"HONG NHUT THERMAL & REFRIGERATION ENGINEERING CO., LTD",Công ty TNHH Cơ Nhiệt Lạnh Hồng Nhựt,"117A Bình Thới, Phường 11, Quận 11, TP.HCM","117A Bình Thới, Phường 11, Quận 11, TP.HCM","117A Bình Thới, Phường 11, Quận 11, TP.HCM",,,,MACHINE,STEAM BOILER,1,Unit(s)
LMR11-011,Local,Marine,26/09/2011,26/09/2011,12/11/2011,TBA,TBA,N/A,,,TIEN GIANG PROVINCE,,"UNI-PRESIDENT VIETNAM CO., LTD.",Chi Nhánh Công Ty TNHH Uni – President Việt Nam Tai Tiền Giang,"Lô số 3, KCN Mỹ Tho, Tỉnh Lộ 864, Ấp Bình Tạo, Xã Trung An, Tp. Mỹ Tho, Tiền Giang.","Lô số 3, KCN Mỹ Tho, Tỉnh Lộ 864, Ấp Bình Tạo, Xã Trung An, Tp. Mỹ Tho, Tiền Giang.","Lô số 3, KCN Mỹ Tho, Tỉnh Lộ 864, Ấp Bình Tạo, Xã Trung An, Tp. Mỹ Tho, Tiền Giang.",Ms. Khue,,,CANOLA MEAL,CANOLA MEAL,678.42,MTS
LMR11-012,Local,Marine,21/10/2011,17/10/2011,27/10/2011,"NEW HOPE HA NOI CO., LTD",MARUBENI GRAIN & OILSEEDS TRADING ASIA PTE LTD,"MV "" GIBE""",,,"KANDLA PORT, INDIA",,Emivest Feedmill (TG) Vietnam Limited Liability Company.,CÔNG TY TNHH EMIVEST FEEDMILL (TG) VIỆT NAM,"Lô AV-1,2,3,4,7 Khu công nghiệp Tân Hương, Xã Tân Hương, Huyện Châu Thành, Tiền Giang","Lô AV-1,2,3,4,7 Khu công nghiệp Tân Hương, Xã Tân Hương, Huyện Châu Thành, Tiền Giang","Lô AV-1,2,3,4,7 Khu công nghiệp Tân Hương, Xã Tân Hương, Huyện Châu Thành, Tiền Giang",,,,MAIZE,INDIAN YELLOW MAIZE,8000,MTS
LMR11-013,Local,Marine,26/10/2011,24/10/2011,,TBA,TBA,N/A,,,IDC PHUOC LONG 3,,"HONG NHUT THERMAL & REFRIGERATION ENGINEERING CO., LTD",Công ty TNHH Cơ Nhiệt Lạnh Hồng Nhựt,"117A Bình Thới, Phường 11, Quận 11, TP.HCM","117A Bình Thới, Phường 11, Quận 11, TP.HCM","117A Bình Thới, Phường 11, Quận 11, TP.HCM",,,,EQUIPMENT,6MW STEAM BOILER W600-17,1,Case(s)
LMR11-015,Local,Marine,19/12/2011,20/12/2011,,TBA,TBA,N/A,,,BIEN HOA ARMY AIRPORT-DONG NAI,,NEWWORLD LOGISTICS JS COMPANY,Công Ty CP Logistics Tân Thế Giới,"40 Lê Hồng Phong, Nha Trang","41 Lê Hồng Phong, Nha Trang","42 Lê Hồng Phong, Nha Trang",,,,EQUIPMENT,AIRCRAFT ENGINE PARTS,8,Box(es)
LMR12-001,Local,Marine,6/2/2012,7/2/2012,10/2/2012,HANAM TEXTILE COMPANY,KOKILA COTTON EXPORT (PVT) LTD,CONTS,,,HAI PHONG PORT & HA NAM PROVINCE,,Chartis Vietnam,CN CÔNG TY TNHH BẢO HIỂM CHARTIS VIỆT NAM,"Lầu 9, Saigon Center, 65 Le Loi, Quận 1, TP. HCM","Lầu 9, Saigon Center, 65 Le Loi, Quận 1, TP. HCM","Lầu 9, Saigon Center, 65 Le Loi, Quận 1, TP. HCM",,,,COTTON,INDIAN RAW COTTON,2400,Bale(s)
LMR12-002,Local,Marine,5/3/2012,23/02/2012,,TBA,TBA,N/A,,,VINAMA W.H.,,Chartis Vietnam,CN CÔNG TY TNHH BẢO HIỂM CHARTIS VIỆT NAM,"Lầu 9, Saigon Center, 65 Le Loi, Quận 1, TP. HCM","Lầu 9, Saigon Center, 65 Le Loi, Quận 1, TP. HCM","Lầu 9, Saigon Center, 65 Le Loi, Quận 1, TP. HCM",,,,CHEMICAL,SODA,10510.686,MTS
LMR12-003,Local,Marine,19/03/2012,19/03/2012,,TBA,TBA,CONT.,,,ICD PHUOC LONG,,ANCO,Công Ty Liên Doanh Dinh Dưỡng Thủy Sản Quốc Tế,"Khu 4, Tuyến Công Nghiệp Cổ Chiên, Huyện Long Hồ, Tỉnh Vĩnh Long","Khu 4, Tuyến Công Nghiệp Cổ Chiên, Huyện Long Hồ, Tỉnh Vĩnh Long","Khu 4, Tuyến Công Nghiệp Cổ Chiên, Huyện Long Hồ, Tỉnh Vĩnh Long",,,,Corn,CORN,1,Cont(s)
LMR12-004,Local,Marine,30/06/2012,1/7/2012,,TBA,TBA,N/A,,,SITV PHU MY,,"INDOCHINA TRADING & SHIPPING CO., LTD - VIETNAM",Công Ty TNHH MTV Vận Tải Biển Và TM Đông Dương,"Phòng 16A3 Cao Ốc Copac, 12 Tôn Đản, Phường 13, Quận 4, TPHCM","Phòng 16A3 Cao Ốc Copac, 12 Tôn Đản, Phường 13, Quận 4, TPHCM","Phòng 16A3 Cao Ốc Copac, 12 Tôn Đản, Phường 13, Quận 4, TPHCM",Mr. Vuong Tan Tien,,,EQUIPMENT,MARINE CRANE,1,Case(s)
LMR12-005,Local,Marine,24/07/2012,23/07/2012,,"PHUOC SON INVEST CO., LTD",SETHIA OILS LIMITED,CONTS,,,"KHO 7 SOTRANS, KM 9, XA LỘ HN, TRƯỜNG THỌ, TĐỨC",,"HIEP QUANG CO., LTD",CÔNG TY TNHH TM DV HiỆP QUANG,"364 (Unit 6.7C - Tòa nhà E-Town 2) Cộng Hòa, P. 13, Q. Tân Bình, TP.HCM.","365 (Unit 6.7C - Tòa nhà E-Town 2) Cộng Hòa, P. 13, Q. Tân Bình, TP.HCM.","366 (Unit 6.7C - Tòa nhà E-Town 2) Cộng Hòa, P. 13, Q. Tân Bình, TP.HCM.",Ms. Bích Diễm,,,RICE,INDIAN RICE BRAN EXTRACTION,513.62,MTS
LMR12-006,Local,Marine,7/9/2012,8/9/2012,,TBA,TBA,CONT.,,,CAT LAI,,"HONG NHUT THERMAL & REFRIGERATION ENGINEERING CO., LTD",Công ty TNHH Cơ Nhiệt Lạnh Hồng Nhựt,"117A Bình Thới, Phường 11, Quận 11, TP.HCM","117A Bình Thới, Phường 11, Quận 11, TP.HCM","117A Bình Thới, Phường 11, Quận 11, TP.HCM",Mr. Ton Duc Thang,,,EQUIPMENT,EQUIPMENT,1,Case(s)
LMR12-007,Local,Marine,13/09/2012,,,HANECO,INTERNATIONAL  MARITIME AND TRADING PTE LTD,CONTS,,,,,TAN LONG COMPANY,Công Ty Cổ Phần Hoá Chất Công Nghiệp Tân Long,"P810 Nhà 18T2, Trung Hoà - Nhân Chính - Thanh Xuân - Hà Nội","P810 Nhà 18T2, Trung Hoà - Nhân Chính - Thanh Xuân - Hà Nội","P810 Nhà 18T2, Trung Hoà - Nhân Chính - Thanh Xuân - Hà Nội",,,,MAIZE,INDIAN MAIZE,8000,MTS
LMR12-008,Local,Marine,20/11/2012,,,TBA,TBA,CONTS,,,HO CHI MINH CITY,,"Shin-Jo Logitech Co., Ltd","Shin-Jo Logitech Co., Ltd","R.9, Floor 7, Success Building, No.3 Le Thanh Tong st, Hai Phong city, Vietnam","R.9, Floor 7, Success Building, No.3 Le Thanh Tong st, Hai Phong city, Vietnam","R.9, Floor 7, Success Building, No.3 Le Thanh Tong st, Hai Phong city, Vietnam",Ms. Dung,,,EQUIPMENT,EQUIPMENT,1,Case(s)
LMR12-009,Local,Marine,16/11/2012,6/11/2012,16/11/2012,RTD,"ZHENGZHOU DADE GROUP CO., LTD",CONTS,,,HO CHI MINH CITY,,RTD,Công Ty Cổ Phần Phát Triển Công Nghệ Nông Thôn,"Lạc Hồng, Văn Lâm, Hưng Yên","Lạc Hồng, Văn Lâm, Hưng Yên","Lạc Hồng, Văn Lâm, Hưng Yên",,,,SOYA BEAN MEAL,SOYA BEAN MEAL,1,Case(s)
LMR12-010,Local,Marine,3/12/2012,1/12/2012,29/12/2012,PROCONCO BIEN HOA,EMMSONS INTERNATIONAL LTD,"""CHANG PYUNG""",,,INDIA,,PROCONCO BIEN HOA,CÔNG TY CỔ PHẦN ViỆT-PHÁP SX THỨC ĂN GIA SÚC (PROCONCO),"KCN Biên Hòa 1, TP. Biên Hòa, Tỉnh Đồng Nai","KCN Biên Hòa 1, TP. Biên Hòa, Tỉnh Đồng Nai","KCN Biên Hòa 1, TP. Biên Hòa, Tỉnh Đồng Nai",,,,Corn,INDIAN CORN,20100,MTS
LMR12-011,Local,Marine,5/12/2012,11/12/2012,16/12/2012,PROCONCO HAI PHONG,WILMAR TRADING (CHINA) PTE LTD,"""SPAR TAURUS""",,,INDIA,,PROCONCO BIEN HOA,CÔNG TY CỔ PHẦN ViỆT-PHÁP SX THỨC ĂN GIA SÚC (PROCONCO),"KCN Biên Hòa 1, TP. Biên Hòa, Tỉnh Đồng Nai","KCN Biên Hòa 1, TP. Biên Hòa, Tỉnh Đồng Nai","KCN Biên Hòa 1, TP. Biên Hòa, Tỉnh Đồng Nai",,,,SOYA BEAN MEAL,SOYA BEAN MEAL,8000,MTS
LMR12-012,Local,Marine,27/12/2012,30/12/2012,4/1/2013,PROCONCO BIEN HOA,AAVANTI INDUSTRIES PTE LTD (RUCHI),"""ALAM SURIA""",,,INDIA,,PROCONCO BIEN HOA,CÔNG TY CỔ PHẦN ViỆT-PHÁP SX THỨC ĂN GIA SÚC (PROCONCO),"KCN Biên Hòa 1, TP. Biên Hòa, Tỉnh Đồng Nai","KCN Biên Hòa 1, TP. Biên Hòa, Tỉnh Đồng Nai","KCN Biên Hòa 1, TP. Biên Hòa, Tỉnh Đồng Nai",,,,SOYA BEAN MEAL,SOYA BEAN MEAL,7000,MTS
LMR12-013,Local,Marine,28/08/2012,31/08/2012,,TBA,TBA,CONTS,,,DA LAT CITY,,"Braemar Technical Services (Offshore) Vietnam Co., Ltd",Công ty TNHH Braemar Technical Services (Offshore) Việt Nam,"Phòng 550, Tòa Tháp Petrovietnam, 8 Hoàng Diệu, TP. Vũng Tàu, Việt Nam","Phòng 550, Tòa Tháp Petrovietnam, 8 Hoàng Diệu, TP. Vũng Tàu, Việt Nam","Phòng 550, Tòa Tháp Petrovietnam, 8 Hoàng Diệu, TP. Vũng Tàu, Việt Nam",,,,LILY BULBS,LILY BULBS,1,Cont(s)
LMR13-001,Local,Marine,4/1/2013,7/1/2013,15/01/2013,PROCONCO BIEN HOA,ANDINA DE DESARROLLO ANDESA S.A.C,"""RIVER WISDOM""",,,PERU,,PROCONCO BIEN HOA,CÔNG TY CỔ PHẦN ViỆT-PHÁP SX THỨC ĂN GIA SÚC (PROCONCO),"KCN Biên Hòa 1, TP. Biên Hòa, Tỉnh Đồng Nai","KCN Biên Hòa 1, TP. Biên Hòa, Tỉnh Đồng Nai","KCN Biên Hòa 1, TP. Biên Hòa, Tỉnh Đồng Nai",Tạ Thị Kim Tuyến,0973 351 112,,FISHMEAL,PERUVIAN STEAM DRIED FISHMEAL,200,MTS
LMR13-002,Local,Marine,15/01/2013,14/01/2013,,TBA,TBA,CONTS,,,"CAT LAI PORT, HCMC",,Vinh Hoan 1 Feed JSC,Công ty Cổ Phần Thức Ăn Thủy Sản Vĩnh Hòan 1,"QL30, CCN Thanh Bình, xã Bình Thành, huyện Thanh Bình, tỉnh Đồng Tháp","QL30, CCN Thanh Bình, xã Bình Thành, huyện Thanh Bình, tỉnh Đồng Tháp","QL30, CCN Thanh Bình, xã Bình Thành, huyện Thanh Bình, tỉnh Đồng Tháp",Ms. Lệ,,,SOYA BEAN MEAL,SOYA BEAN MEAL,2500,MTS
